plantNameLatin;plantNameAuthor;plantType;plantTaxonName;plantNameGerman
Eriophorum latifolium;Hoppe;plant;Eriophorum latifolium Hoppe;Breitblättriges Wollgras
Eriophorum scheuchzeri;Hoppe;plant;Eriophorum scheuchzeri Hoppe;Scheuchzers Wollgras
Eriophorum vaginatum;L.;plant;Eriophorum vaginatum L.;Scheiden-Wollgras
Eriophorum;;plant;Eriophorum sp.;Wollgras
Eriophyllum lanatum;(Pursh) Forbes;plant;Eriophyllum lanatum (Pursh) Forbes;Wolliges Wollblatt
Erodium ballii;Jord.;plant;Erodium ballii Jord.;Dünen-Reiherschnabel
Erodium cicutarium;(L.) L'Hér. s. str.;plant;Erodium cicutarium (L.) L'Hér. s. str.;Gewöhnlicher Reiherschnabel
Erodium danicum;K. Larsen;plant;Erodium danicum K. Larsen;Dänischer Reiherschnabel
Erodium lebelii;Jord.;plant;Erodium lebelii Jord.;Drüsiger Reiherschnabel
Erodium;;plant;Erodium sp.;Reiherschnabel
Erophila verna subsp. praecox;(Steven) Walp.;plant;Erophila verna subsp. praecox (Steven) Walp.;Frühes Hungerblümchen
Erophila verna subsp. spathulata;(Lang) Vollm.;plant;Erophila verna subsp. spathulata (Lang) Vollm.;Rundfrüchtiges Hungerblümchen
Erophila verna;(L.) DC.;plant;Erophila verna (L.) DC.;Frühlings-Hungerblümchen
Erophila verna subsp. verna;(L.) DC.;plant;Erophila verna subsp. verna (L.) DC.;Frühlings-Hungerblümchen
Erophila verna;(L.) DC.;plant;Erophila verna (L.) DC.;Frühjahrs-Hungerblümchen
Erophila verna;(L.) DC.;plant;Erophila verna (L.) DC.;Hungerblümchen
Erucastrum gallicum;(Willd.) O. E. Schulz;plant;Erucastrum gallicum (Willd.) O. E. Schulz;Französische Hundsrauke
Erucastrum nasturtiifolium;(Poir.) O. E. Schulz;plant;Erucastrum nasturtiifolium (Poir.) O. E. Schulz;Stumpfkantige Hundsrauke
Erucastrum;;plant;Erucastrum sp.;Hundsrauke
Eryngium alpinum;L.;plant;Eryngium alpinum L.;Alpen-Mannstreu
Eryngium campestre;L.;plant;Eryngium campestre L.;Feld-Mannstreu
Eryngium maritimum;L.;plant;Eryngium maritimum L.;Stranddistel
Eryngium planum;L.;plant;Eryngium planum L.;Flachblättriger Mannstreu
Eryngium;;plant;Eryngium sp.;Mannstreu
Erysimum cheiranthoides;L.;plant;Erysimum cheiranthoides L.;Acker-Schöterich
Erysimum cheiranthoides;L.;plant;Erysimum cheiranthoides L.;Ackerschöterich
Erysimum cheiri;(L.) Crantz;plant;Erysimum cheiri (L.) Crantz;Goldlack
Erysimum crepidifolium;Rchb.;plant;Erysimum crepidifolium Rchb.;Bleicher Schöterich
Erysimum hieraciifolium;L. s. l.;plant;Erysimum hieraciifolium L. s. l.;Ruten-Schöterich
Erysimum marschallianum;Andrz. ex DC.;plant;Erysimum marschallianum Andrz. ex DC.;Harter Schöterich
Erysimum odoratum;Ehrh.;plant;Erysimum odoratum Ehrh.;Wohlriechender Schöterich
Erysimum repandum;L.;plant;Erysimum repandum L.;Sparriger Schöterich
Erysimum;;plant;Erysimum sp.;Schöterich
Euonymus europaea;L.;plant;Euonymus europaea L.;Gewöhnliches Pfaffenhütchen
Euonymus europaea;L.;plant;Euonymus europaea L.;Pfaffenhütchen
Euonymus latifolia;(L.) Mill.;plant;Euonymus latifolia (L.) Mill.;Breitblättriges Pfaffenhütchen
Eupatorium cannabinum;L.;plant;Eupatorium cannabinum L.;Wasserdost
Eupatorium cannabinum;L.;plant;Eupatorium cannabinum L.;Wasserhanf
Euphorbia amygdaloides;L.;plant;Euphorbia amygdaloides L.;Mandelblättrige Wolfsmilch
Euphorbia cyparissias;L.;plant;Euphorbia cyparissias L.;Zypressen-Wolfsmilch
Euphorbia cyparissias;L.;plant;Euphorbia cyparissias L.;Zypressenwolfsmilch
Euphorbia dulcis;L.;plant;Euphorbia dulcis L.;Süße Wolfsmilch
Euphorbia dulcis subsp. dulcis;L.;plant;Euphorbia dulcis subsp. dulcis L.;Haarfrüchtige Süße Wolfsmilch
Euphorbia dulcis subsp. incompta;(Ces.) Nyman;plant;Euphorbia dulcis subsp. incompta (Ces.) Nyman;Kahlfrüchtige Süße Wolfsmilch
Euphorbia epithymoides;L.;plant;Euphorbia epithymoides L.;Vielfarbige Wolfsmilch
Euphorbia esula;L. s. str.;plant;Euphorbia esula L. s. str.;Esels-Wolfsmilch
Euphorbia exigua;L.;plant;Euphorbia exigua L.;Kleine Wolfsmilch
Euphorbia falcata;L. , nom. cons. prop. (vide Molero Briones 1993: Taxon 42: 715-717);plant;Euphorbia falcata L. , nom. cons. prop. (vide Molero Briones 1993: Taxon 42: 715-717);Sichel-Wolfsmilch
Euphorbia helioscopia;L.;plant;Euphorbia helioscopia L.;Sonnenwend-Wolfsmilch
Euphorbia lucida;Waldst. & Kit.;plant;Euphorbia lucida Waldst. & Kit.;Glänzende Wolfsmilch
Euphorbia palustris;L.;plant;Euphorbia palustris L.;Sumpf-Wolfsmilch
Euphorbia peplus;L.;plant;Euphorbia peplus L.;Garten-Wolfsmilch
Euphorbia peplus;L.;plant;Euphorbia peplus L.;Gartenwolfsmilch
Euphorbia platyphyllos;L.;plant;Euphorbia platyphyllos L.;Breitblättrige Wolfsmilch
Euphorbia salicifolia;Host;plant;Euphorbia salicifolia Host;Weidenblättrige Wolfsmilch
Euphorbia seguieriana;Neck.;plant;Euphorbia seguieriana Neck.;Steppen-Wolfsmilch
Euphorbia stricta;L.;plant;Euphorbia stricta L.;Steife Wolfsmilch
Euphorbia verrucosa;L.;plant;Euphorbia verrucosa L.;Warzen-Wolfsmilch
Euphorbia villosa;Waldst. & Kit. ex Willd.;plant;Euphorbia villosa Waldst. & Kit. ex Willd.;Zottige Wolfsmilch
Euphorbia waldsteinii;(Soják) A. R. Sm.;plant;Euphorbia waldsteinii (Soják) A. R. Sm.;Ruten-Wolfsmilch
Euphorbia;;plant;Euphorbia sp.;Wolfsmilch
Euphrasia frigida;Pugsley;plant;Euphrasia frigida Pugsley;Nordischer Augentrost
Euphrasia hirtella;Jord. ex Reut.;plant;Euphrasia hirtella Jord. ex Reut.;Zottiger Augentrost
Euphrasia micrantha;Rchb.;plant;Euphrasia micrantha Rchb.;Schlanker Augentrost
Euphrasia minima;Jacq. ex DC.;plant;Euphrasia minima Jacq. ex DC.;Zwerg-Augentrost
Euphrasia nemorosa;(Pers.) Wallr. s. l.;plant;Euphrasia nemorosa (Pers.) Wallr. s. l.;Hain-Augentrost
Euphrasia nemorosa;(Pers.) Wallr. s. l.;plant;Euphrasia nemorosa (Pers.) Wallr. s. l.;Hainaugentrost
Euphrasia officinalis;L. s. l.;plant;Euphrasia officinalis L. s. l.;Echter Augentrost
Euphrasia officinalis;L. s. l.;plant;Euphrasia officinalis L. s. l.;Großer Augentrost
Euphrasia officinalis subsp. kerneri;(Wettst.) Eb. Fischer;plant;Euphrasia officinalis subsp. kerneri (Wettst.) Eb. Fischer;Kerners Augentrost
Euphrasia officinalis subsp. picta;(Wimm.) Oborny;plant;Euphrasia officinalis subsp. picta (Wimm.) Oborny;Bunter Augentrost
Euphrasia salisburgensis;Funck ex Hoppe;plant;Euphrasia salisburgensis Funck ex Hoppe;Salzburger Augentrost
Euphrasia stricta;D. Wolff ex J. F. Lehmann;plant;Euphrasia stricta D. Wolff ex J. F. Lehmann;Steifer Augentrost
Euphrasia tricuspidata;L.;plant;Euphrasia tricuspidata L.;Dreispitziger Augentrost
Euphrasia tricuspidata subsp. cuspidata;(Host) Hartl;plant;Euphrasia tricuspidata subsp. cuspidata (Host) Hartl;Krainer Augentrost
Euphrasia;;plant;Euphrasia sp.;Augentrost
Fagopyrum tataricum;(L.) P. Gaertn.;plant;Fagopyrum tataricum (L.) P. Gaertn.;Tatarischer Buchweizen
Fagopyrum esculentum;Moench;plant;Fagopyrum esculentum Moench;Buchweizen
Fagus sylvatica;L.;plant;Fagus sylvatica L.;Rot-Buche
Fagus sylvatica;L.;plant;Fagus sylvatica L.;Rotbuche
Fagus sylvatica;L.;plant;Fagus sylvatica L.;Buche
Falcaria vulgaris;Bernh.;plant;Falcaria vulgaris Bernh.;Sichelmöhre
Fallopia baldschuanica;(Regel) Holub;plant;Fallopia baldschuanica (Regel) Holub;Schling-Knöterich
Fallopia convolvulus;(L.) Å. Löve;plant;Fallopia convolvulus (L.) Å. Löve;Winden-Knöterich
Fallopia convolvulus;(L.) Å. Löve;plant;Fallopia convolvulus (L.) Å. Löve;Windenknöterich
Fallopia dumetorum;(L.) Holub;plant;Fallopia dumetorum (L.) Holub;Hecken-Knöterich
Fallopia dumetorum;(L.) Holub;plant;Fallopia dumetorum (L.) Holub;Heckenknöterich
Fallopia japonica;(Houtt.) Ronse Decr.;plant;Fallopia japonica (Houtt.) Ronse Decr.;Japan-Knöterich
Fallopia japonica;(Houtt.) Ronse Decr.;plant;Fallopia japonica (Houtt.) Ronse Decr.;Japanischer Knöterich
Fallopia sachalinensis;(F. Schmidt) Ronse Decr.;plant;Fallopia sachalinensis (F. Schmidt) Ronse Decr.;Sachalin-Knöterich
Fallopia;;plant;Fallopia sp.;Riesenknöterich
Festuca airoides;Lam.;plant;Festuca airoides Lam.;Kleiner Schaf-Schwingel
Festuca alpina;Suter;plant;Festuca alpina Suter;Alpen-Schwingel
Festuca alpina;Suter;plant;Festuca alpina Suter;Alpenschwingel
Festuca altissima;All.;plant;Festuca altissima All.;Wald-Schwingel
Festuca altissima;All.;plant;Festuca altissima All.;Waldschwingel
Festuca amethystina;L.;plant;Festuca amethystina L.;Amethyst-Schwingel
Festuca amethystina subsp. amethystina;L.;plant;Festuca amethystina subsp. amethystina L.;Gewöhnlicher Amethyst-Schwingel
Festuca amethystina subsp. ritschlii;(Sprib.) Lemke ex Markgr.-Dann.;plant;Festuca amethystina subsp. ritschlii (Sprib.) Lemke ex Markgr.-Dann.;Ritschlis Amethyst-Schwingel
Festuca arundinacea;Schreb.;plant;Festuca arundinacea Schreb.;Rohr-Schwingel
Festuca arundinacea;Schreb.;plant;Festuca arundinacea Schreb.;Rohrschwingel
Festuca brevipila;Tracey;plant;Festuca brevipila Tracey;Raublättriger Schaf-Schwingel
Festuca duvalii;(St.-Yves) Stohr;plant;Festuca duvalii (St.-Yves) Stohr;Duvals Schaf-Schwingel
Festuca filiformis;Pourr.;plant;Festuca filiformis Pourr.;Haar-Schafschwingel
Festuca gigantea;(L.) Vill.;plant;Festuca gigantea (L.) Vill.;Riesen-Schwingel
Festuca gigantea;(L.) Vill.;plant;Festuca gigantea (L.) Vill.;Riesenschwingel
Festuca guestfalica;Boenn. ex Rchb.;plant;Festuca guestfalica Boenn. ex Rchb.;Harter Schaf-Schwingel
Festuca heteromala;Pourr.;plant;Festuca heteromala Pourr.;Ausgebreiteter Rot-Schwingel
Festuca heteropachys;(St.-Yves) Patzke ex Auquier;plant;Festuca heteropachys (St.-Yves) Patzke ex Auquier;Derber Schaf-Schwingel
Festuca heterophylla;Lam.;plant;Festuca heterophylla Lam.;Verschiedenblättriger Schwingel
Festuca laevigata;Gaudin;plant;Festuca laevigata Gaudin;Krummer Schaf-Schwingel
Festuca longifolia;Thuill.;plant;Festuca longifolia Thuill.;Langblättriger Schaf-Schwingel
Festuca makutrensis;Zapal.;plant;Festuca makutrensis Zapal.;Makutrenser Schaf-Schwingel
Festuca nigrescens;Lam.;plant;Festuca nigrescens Lam.;Schwärzlicher Rot-Schwingel
Festuca norica;(Hack.) K. Richt.;plant;Festuca norica (Hack.) K. Richt.;Norischer Violett-Schwingel
Festuca ovina agg.;;plant;Festuca ovina agg. ;Schaf-Schwingel
Festuca ovina agg.;;plant;Festuca ovina agg. ;Schafschwingel
Festuca ovina;L. s. str.;plant;Festuca ovina L. s. str.;Echter Schaf-Schwingel
Festuca pallens;Host;plant;Festuca pallens Host;Blasser Schaf-Schwingel
Festuca patzkei;Markgr.-Dann.;plant;Festuca patzkei Markgr.-Dann.;Patzkes Schaf-Schwingel
Festuca polesica;Zapal.;plant;Festuca polesica Zapal.;Dünen-Schafschwingel
Festuca pratensis;Huds. s. l.;plant;Festuca pratensis Huds. s. l.;Wiesen-Schwingel
Festuca pratensis;Huds. s. l.;plant;Festuca pratensis Huds. s. l.;Wiesenschwingel
Festuca pratensis subsp. apennina;(De Not.) Hack. ex Hegi;plant;Festuca pratensis subsp. apennina (De Not.) Hack. ex Hegi;Apennin-Wiesenschwingel
Festuca pratensis subsp. pratensis;Huds.;plant;Festuca pratensis subsp. pratensis Huds.;Gewöhnlicher Wiesen-Schwingel
Festuca psammophila;(Hack. ex Celak.) Fritsch;plant;Festuca psammophila (Hack. ex Celak.) Fritsch;Sand-Schafschwingel
Festuca puccinellii;Parl.;plant;Festuca puccinellii Parl.;Dunkelvioletter Schwingel
Festuca pulchella;Schrad.;plant;Festuca pulchella Schrad.;Schöner Schwingel
Festuca pulchella subsp. jurana;(Gren.) Markgr.-Dann.;plant;Festuca pulchella subsp. jurana (Gren.) Markgr.-Dann.;Faltblättriger Schöner Schwingel
Festuca pulchella subsp. pulchella;Festuca pulchella subsp. pulchella;plant;Festuca pulchella subsp. pulchella Schrad.;Gewöhnlicher Schöner Schwingel
Festuca quadriflora;Honck.;plant;Festuca quadriflora Honck.;Niedriger Schwingel
Festuca rubra agg.;;plant;Festuca rubra agg. ;Rot-Schwingel
Festuca rubra agg.;;plant;Festuca rubra agg. ;Rotschwingel
Festuca rubra;L.;plant;Festuca rubra L.;Gewöhnlicher Rot-Schwingel
Festuca rubra subsp. arenaria;(Osbeck) Aresch.;plant;Festuca rubra subsp. arenaria (Osbeck) Aresch.;Dünen-Rotschwingel
Festuca rubra subsp. juncea;(Hack.) K. Richt.;plant;Festuca rubra subsp. juncea (Hack.) K. Richt.;Simsen-Rotschwingel
Festuca rubra subsp. litoralis;(G. Mey.) Auquier;plant;Festuca rubra subsp. litoralis (G. Mey.) Auquier;Salz-Rotschwingel
Festuca rubra subsp. rubra;L.;plant;Festuca rubra subsp. rubra L.;Gewöhnlicher Rot-Schwingel
Festuca rupicaprina;(Hack.) A. Kern.;plant;Festuca rupicaprina (Hack.) A. Kern.;Gemsen-Schwingel
Festuca rupicola;Heuff.;plant;Festuca rupicola Heuff.;Furchen-Schafschwingel
Festuca trichophylla;(Ducros ex Gaudin) K. Richt.;plant;Festuca trichophylla (Ducros ex Gaudin) K. Richt.;Haarblättriger Schwingel
Festuca valesiaca;Schleich. ex Gaudin;plant;Festuca valesiaca Schleich. ex Gaudin;Walliser Schaf-Schwingel
Festuca valesiaca subsp. parviflora;(Hack.) Tracey;plant;Festuca valesiaca subsp. parviflora (Hack.) Tracey;Falscher Schaf-Schwingel
Festuca valesiaca subsp. valesiaca;Festuca valesiaca subsp. valesiaca;plant;Festuca valesiaca subsp. valesiaca Schleich. ex Gaudin;Gewöhnlicher Walliser Schaf-Schwingel
Festuca;;plant;Festuca sp.;Schwingel
Filago arvensis;L.;plant;Filago arvensis L.;Acker-Filzkraut
Filago gallica;L.;plant;Filago gallica L.;Französisches Filzkraut
Filago lutescens;Jord.;plant;Filago lutescens Jord.;Gelbliches Filzkraut
Filago minima;(Sm.) Pers.;plant;Filago minima (Sm.) Pers.;Kleines Filzkraut
Filago neglecta;(Soy.-Will.) DC.;plant;Filago neglecta (Soy.-Will.) DC.;Übersehenes Filzkraut
Filago pyramidata;L.;plant;Filago pyramidata L.;Spatelblättriges Filzkraut
Filago vulgaris;Lam.;plant;Filago vulgaris Lam.;Deutsches Filzkraut
Filago;;plant;Filago sp.;Filzkraut
Filipendula ulmaria;(L.) Maxim.;plant;Filipendula ulmaria (L.) Maxim.;Echtes Mädesüß
Filipendula vulgaris;Moench;plant;Filipendula vulgaris Moench;Kleines Mädesüß
Filipendula;;plant;Filipendula sp.;Mädesüß
Fragaria moschata;(Duchesne) Weston;plant;Fragaria moschata (Duchesne) Weston;Zimt-Erdbeere
Fragaria vesca;L.;plant;Fragaria vesca L.;Wald-Erdbeere
Fragaria vesca;L.;plant;Fragaria vesca L.;Walderdbeere
Fragaria viridis;(Duchesne) Weston;plant;Fragaria viridis (Duchesne) Weston;Hügel-Erbeere
Fragaria x ananassa;(Duchesne) Decaisne & Naudin;plant;Fragaria x ananassa (Duchesne) Decaisne & Naudin;Garten-Erdbeere
Fragaria x ananassa;(Duchesne) Decaisne & Naudin;plant;Fragaria x ananassa (Duchesne) Decaisne & Naudin;Gartenerdbeere
Fragaria;;plant;Fragaria sp.;Erdbeere
Frangula alnus;Mill.;plant;Frangula alnus Mill.;Faulbaum
Fraxinus excelsior;L.;plant;Fraxinus excelsior L.;Gewöhnliche Esche
Fraxinus excelsior;L.;plant;Fraxinus excelsior L.;Gemeine Esche
Fraxinus excelsior;L.;plant;Fraxinus excelsior L.;Esche
Fraxinus ornus;L.;plant;Fraxinus ornus L.;Blumen-Esche
Fraxinus pennsylvanica;Marshall;plant;Fraxinus pennsylvanica Marshall;Pennsylvanische Esche
Fritillaria meleagris;L.;plant;Fritillaria meleagris L.;Schachblume
Fritillaria meleagris;L.;plant;Fritillaria meleagris L.;Schachbrettblume
Fumana procumbens;(Dunal) Gren. & Godr.;plant;Fumana procumbens (Dunal) Gren. & Godr.;Zwerg-Sonnenröschen
Fumaria officinalis;L. s. l.;plant;Fumaria officinalis L. s. l.;Gewöhnlicher Erdrauch
Fumaria officinalis subsp. officinalis;L.;plant;Fumaria officinalis subsp. officinalis L.;Gewöhnlicher Erdrauch i.e.S.
Fumaria officinalis subsp. wirtgenii;(W. D. J. Koch) Arcang.;plant;Fumaria officinalis subsp. wirtgenii (W. D. J. Koch) Arcang.;Wirtgens Erdrauch
Fumaria parviflora;Lam.;plant;Fumaria parviflora Lam.;Kleinblütiger Erdrauch
Fumaria rostellata;Knaf;plant;Fumaria rostellata Knaf;Geschnäbelter Erdrauch
Fumaria schleicheri;Soy.-Will.;plant;Fumaria schleicheri Soy.-Will.;Dunkler Erdrauch
Fumaria vaillantii;Loisel.;plant;Fumaria vaillantii Loisel.;Blasser Erdrauch
Fumaria vaillantii subsp. schrammii;(Asch.) Nyman;plant;Fumaria vaillantii subsp. schrammii (Asch.) Nyman;Schramms Erdrauch
Fumaria vaillantii subsp. vaillantii;Loisel.;plant;Fumaria vaillantii subsp. vaillantii Loisel.;Gewöhnlicher Blasser Erdrauch
Fumaria;;plant;Fumaria sp.;Erdrauch
Gagea bohemica;(Zauschn.) Schult. & Schult.f. s. l.;plant;Gagea bohemica (Zauschn.) Schult. & Schult.f. s. l.;Felsen-Gelbstern
Gagea bohemica subsp. saxatilis;(Mert. & W. D. J. Koch) Asch. & Graebn.;plant;Gagea bohemica subsp. saxatilis (Mert. & W. D. J. Koch) Asch. & Graebn.;Gewöhnlicher Felsen Gelbstern
Gagea fragifera;(Vill.) Ehr. Bayer & G. López;plant;Gagea fragifera (Vill.) Ehr. Bayer & G. López;Röhriger Gelbstern
Gagea lutea;(L.) Ker Gawl.;plant;Gagea lutea (L.) Ker Gawl.;Wald-Gelbstern
Gagea lutea;(L.) Ker Gawl.;plant;Gagea lutea (L.) Ker Gawl.;Waldgelbstern
Gagea minima;(L.) Ker Gawl.;plant;Gagea minima (L.) Ker Gawl.;Kleiner Gelbstern
Gagea pratensis;(Pers.) Dumort.;plant;Gagea pratensis (Pers.) Dumort.;Wiesen-Gelbstern
Gagea pratensis;(Pers.) Dumort.;plant;Gagea pratensis (Pers.) Dumort.;Wiesengelbstern
Gagea spathacea;(Hayne) Salisb.;plant;Gagea spathacea (Hayne) Salisb.;Scheiden-Gelbstern
Gagea villosa;(M. Bieb.) Sweet;plant;Gagea villosa (M. Bieb.) Sweet;Acker-Gelbstern
Gagea villosa;(M. Bieb.) Sweet;plant;Gagea villosa (M. Bieb.) Sweet;Ackergelbstern
Gagea;;plant;Gagea sp.;Gelbstern
Galanthus nivalis;L.;plant;Galanthus nivalis L.;Kleines Schneeglöckchen
Galanthus nivalis;L.;plant;Galanthus nivalis L.;Schneeglöckchen
Galega officinalis;L.;plant;Galega officinalis L.;Geißraute
Galeopsis angustifolia;Hoffm.;plant;Galeopsis angustifolia Hoffm.;Schmalblättriger Hohlzahn
Galeopsis bifida;Boenn.;plant;Galeopsis bifida Boenn.;Zweispaltiger Hohlzahn
Galeopsis ladanum;L.;plant;Galeopsis ladanum L.;Breitblättriger Hohlzahn
Galeopsis pubescens;Besser;plant;Galeopsis pubescens Besser;Weichhaariger Hohlzahn
Galeopsis segetum;Neck.;plant;Galeopsis segetum Neck.;Gelber Hohlzahn
Galeopsis speciosa;Mill.;plant;Galeopsis speciosa Mill.;Bunter Hohlzahn
Galeopsis tetrahit;L.;plant;Galeopsis tetrahit L.;Gewöhnlicher Hohlzahn
Galeopsis;;plant;Galeopsis sp.;Hohlzahn
Galinsoga ciliata;(Raf.) S. F. Blake;plant;Galinsoga ciliata (Raf.) S. F. Blake;Behaartes Franzosenkraut
Galinsoga parviflora;Cav.;plant;Galinsoga parviflora Cav.;Kleinblütiges Franzosenkraut
Galinsoga;;plant;Galinsoga sp.;Franzosenkraut
Galium album;Mill.;plant;Galium album Mill.;Großblütiges Wiesen-Labkraut
Galium anisophyllon;Vill. s. str.;plant;Galium anisophyllon Vill. s. str.;Ungleichblättriges Labkraut
Galium aparine;L.;plant;Galium aparine L.;Gewöhnliches Kletten-Labkraut
Galium aristatum;L.;plant;Galium aristatum L.;Grannen-Labkraut
Galium boreale;L.;plant;Galium boreale L.;Nordisches Labkraut
Galium glaucum;L.;plant;Galium glaucum L.;Blaugrünes Labkraut
Galium lucidum;All.;plant;Galium lucidum All.;Glänzendes Wiesen-Labkraut
Galium megalospermum;All.;plant;Galium megalospermum All.;Schweizer Labkraut
Galium mollugo agg.;;plant;Galium mollugo agg. ;Wiesen-Labkraut
Galium mollugo agg.;;plant;Galium mollugo agg. ;Wiesenlabkraut
Galium noricum;Ehrend.;plant;Galium noricum Ehrend.;Norisches Labkraut
Galium odoratum;(L.) Scop.;plant;Galium odoratum (L.) Scop.;Waldmeister
Galium palustre;L. s. l.;plant;Galium palustre L. s. l.;Sumpf-Labkraut
Galium palustre;L. s. l.;plant;Galium palustre L. s. l.;Sumpflabkraut
Galium palustre subsp. elongatum;(C. Presl) Lange;plant;Galium palustre subsp. elongatum (C. Presl) Lange;Hohes Sumpf-Labkraut
Galium palustre subsp. palustre;L.;plant;Galium palustre subsp. palustre L.;Gewöhnliches Sumpf-Labkraut
Galium parisiense;L.;plant;Galium parisiense L.;Pariser Labkraut
Galium pumilum;Murray s. str.;plant;Galium pumilum Murray s. str.;Zierliches Labkraut
Galium rotundifolium;L.;plant;Galium rotundifolium L.;Rundblättriges Labkraut
Galium saxatile;L.;plant;Galium saxatile L.;Harzer Labkraut
Galium schultesii;Vest;plant;Galium schultesii Vest;Glattes Wald-Labkraut
Galium spurium;L.;plant;Galium spurium L.;Kleinfrüchtiges Kletten-Labkraut
Galium spurium subsp. spurium;L.;plant;Galium spurium subsp. spurium L.;Kleinfrüchtiges Kletten-Labkraut i.e.S.
Galium spurium subsp. vaillantii;(DC.) Gaudin;plant;Galium spurium subsp. vaillantii (DC.) Gaudin;Borstiges Kletten-Labkraut
Galium sterneri;Ehrend.;plant;Galium sterneri Ehrend.;Sterners Labkraut
Galium suecicum;(Sterner) Ehrend.;plant;Galium suecicum (Sterner) Ehrend.;Schwedisches Labkraut
Galium sylvaticum;L. s. str.;plant;Galium sylvaticum L. s. str.;Gewöhnliches Wald-Labkraut
Galium sylvaticum;L. s. str.;plant;Galium sylvaticum L. s. str.;Wald-Labkraut
Galium sylvaticum;L. s. str.;plant;Galium sylvaticum L. s. str.;Waldlabkraut
Galium tricornutum;Dandy;plant;Galium tricornutum Dandy;Dreihörniges Labkraut
Galium truniacum;(Ronniger) Ronniger;plant;Galium truniacum (Ronniger) Ronniger;Traunsee-Labkraut
Galium uliginosum;L.;plant;Galium uliginosum L.;Moor-Labkraut
Galium uliginosum;L.;plant;Galium uliginosum L.;Moorlabkraut
Galium valdepilosum;Heinr. Braun;plant;Galium valdepilosum Heinr. Braun;Mährisches Labkraut
Galium verum agg.;;plant;Galium verum agg. ;Echtes Labkraut
Galium verum;L. s. str.;plant;Galium verum L. s. str.;Echtes Labkraut
Galium wirtgenii;F. W. Schultz;plant;Galium wirtgenii F. W. Schultz;Wirtgens Labkraut
Galium;;plant;Galium sp.;Labkraut
Genista anglica;L.;plant;Genista anglica L.;Englischer Ginster
Genista germanica;L.;plant;Genista germanica L.;Deutscher Ginster
